2019-01-26-12-45;3577.5806;3579.4403;3576.7064;3578.4868;0;0;
2019-01-26-13-00;3578.6409;3582.5423;3578.3218;3582.4270;0;0;
2019-01-26-13-15;3582.4573;3585.1967;3581.9718;3583.7397;0;0;
2019-01-26-13-30;3583.7359;3585.2908;3581.0569;3585.2510;0;0;
2019-01-26-13-45;3585.2473;3586.2919;3579.1284;3579.1284;0;0;
2019-01-26-14-00;3579.4844;3582.0095;3577.2171;3581.8315;0;0;
2019-01-26-14-15;3581.8277;3582.5644;3580.1947;3581.0806;0;0;
2019-01-26-14-30;3581.1671;3581.6104;3577.2680;3577.2680;0;0;
2019-01-26-14-45;3577.2718;3580.1861;3576.9650;3579.9966;0;0;
2019-01-26-15-00;3579.9928;3580.0737;3579.1320;3579.5052;0;0;
2019-01-26-15-15;3579.5014;3579.8277;3548.5237;3557.8210;0;0;
2019-01-26-15-30;3558.2717;3566.3357;3539.1499;3552.8790;0;0;
2019-01-26-15-45;3552.8828;3553.0970;3547.4422;3550.9977;0;0;
2019-01-26-16-00;3551.0195;3557.3837;3549.1718;3550.8839;0;0;
2019-01-26-16-15;3550.8877;3550.8877;3545.2731;3549.8837;0;0;
2019-01-26-16-30;3549.8799;3556.4039;3547.8340;3554.2400;0;0;
2019-01-26-16-45;3554.2438;3557.1390;3553.9323;3553.9905;0;0;
2019-01-26-17-00;3554.2554;3560.3854;3553.4014;3560.3854;0;0;
2019-01-26-17-15;3560.5634;3561.6288;3558.8434;3559.3379;0;0;
2019-01-26-17-30;3559.3417;3559.3693;3554.6983;3556.7809;0;0;
2019-01-26-17-45;3556.7771;3558.6961;3555.3306;3558.6961;0;0;
2019-01-26-18-00;3558.7285;3558.9042;3555.4749;3556.3475;0;0;
2019-01-26-18-15;3556.2718;3559.4350;3556.0237;3559.3164;0;0;
2019-01-26-18-30;3559.3202;3561.6106;3557.1907;3558.1079;0;0;
2019-01-26-18-45;3557.9715;3561.2348;3557.9715;3561.2348;0;0;
